emp_no,first_name,last_name,birth_date,from_date,to_date,title
260551,Alper,Murtha,1952-07-21,1988-04-04,9999-01-01,Assistant Engineer
260555,Yunming,Boguraev,1952-12-16,1997-02-22,9999-01-01,Engineer
260556,Hilary,Polajnar,1952-11-22,1997-02-04,9999-01-01,Engineer
260566,Carrsten,Siegrist,1952-04-04,1996-08-05,9999-01-01,Senior Engineer
260567,Lenore,Lorho,1952-03-07,2000-06-02,9999-01-01,Staff
260571,Pranay,Munoz,1953-01-16,1989-07-07,9999-01-01,Engineer
260573,Abdulla,Lamparter,1952-04-28,1996-05-20,9999-01-01,Senior Staff
260586,Saddek,Delgrange,1953-12-11,1999-12-15,9999-01-01,Engineer
260597,Khaled,Swiss,1954-07-08,1998-07-05,9999-01-01,Staff
260599,Mang,Bellmore,1955-01-01,1996-07-10,9999-01-01,Engineer
260602,Kwangho,Anger,1953-04-16,1993-03-11,9999-01-01,Senior Staff
260603,Spyrose,Falster,1953-02-09,1985-12-12,9999-01-01,Senior Staff
260612,Roded,Conte,1954-10-31,1998-09-10,9999-01-01,Staff
260621,Christophe,Binding,1953-05-02,1991-02-12,9999-01-01,Engineer
260627,Shridhar,Vuskovic,1953-10-11,1991-01-25,9999-01-01,Engineer
260640,Rosita,Emmart,1954-04-02,1999-08-14,9999-01-01,Engineer
260649,Oscar,Porenta,1953-02-14,1999-11-09,9999-01-01,Engineer
260657,Marsja,Barvinok,1954-12-01,1991-03-13,9999-01-01,Senior Staff
260660,Pohua,Fordan,1952-02-21,1999-05-01,9999-01-01,Staff
260664,Dines,Woycyznski,1954-05-26,1990-05-24,9999-01-01,Senior Staff
260665,Kaijung,Sidhu,1953-01-14,1997-05-17,9999-01-01,Technique Leader
260667,Akemi,Weedon,1952-11-04,1992-05-27,9999-01-01,Engineer
260669,Nitsan,Sinicrope,1952-12-16,1985-05-10,9999-01-01,Engineer
260670,Divine,Acton,1953-08-28,1998-01-18,9999-01-01,Engineer
260672,Gina,Schauser,1952-12-17,1995-02-09,9999-01-01,Engineer
260678,Marsha,Hemaspaandra,1953-02-13,1998-12-27,9999-01-01,Engineer
260690,Kristin,Tibblin,1952-11-25,1988-12-22,9999-01-01,Engineer
260693,Oksana,Mungall,1952-04-13,1988-10-12,9999-01-01,Engineer
260697,Nagui,Renear,1954-08-20,1994-07-30,9999-01-01,Engineer
260700,Eishiro,Taubenfeld,1953-02-01,1996-07-20,9999-01-01,Senior Staff
260704,Venkatesan,Emmerich,1952-09-24,1993-02-25,9999-01-01,Senior Staff
260708,Arlette,Kaiserswerth,1953-07-22,1996-01-03,9999-01-01,Senior Engineer
260711,Martine,Szmurlo,1954-10-10,1997-11-23,9999-01-01,Staff
260716,Vitali,Buescher,1953-02-03,1990-03-26,9999-01-01,Senior Staff
260727,Nalini,Billawala,1954-09-22,1985-02-23,9999-01-01,Senior Staff
260728,Macha,Glowinski,1952-11-24,1991-09-09,9999-01-01,Assistant Engineer
260733,Ashish,Junet,1953-04-27,1993-06-23,9999-01-01,Engineer
260734,Eckart,Leuchs,1953-07-27,1993-03-14,9999-01-01,Assistant Engineer
260735,Manibrata,McAlpine,1954-01-18,1989-03-05,9999-01-01,Engineer
260742,Domenico,Schmiedel,1953-12-03,1987-11-30,9999-01-01,Senior Staff
260756,Jahangir,Swick,1953-09-14,1986-06-23,9999-01-01,Engineer
260770,Itzchak,Snyers,1952-07-10,1998-01-23,9999-01-01,Staff
260774,Jianhua,Rothenberg,1952-05-16,2001-05-11,9999-01-01,Engineer
260779,Stepehn,Rando,1952-03-14,1994-08-18,9999-01-01,Staff
260781,Bangqing,Walstra,1953-07-15,1996-08-24,9999-01-01,Senior Engineer
260783,Danny,Emmerich,1953-03-21,1986-10-09,9999-01-01,Technique Leader
260790,Niteen,Perfilyeva,1953-02-21,1995-03-19,9999-01-01,Engineer
260797,Dines,Kragelund,1954-08-16,1995-06-28,9999-01-01,Engineer
260808,Val,Cappello,1952-03-17,1991-05-10,9999-01-01,Engineer
260810,Mohua,Pollacia,1953-08-31,1991-06-21,9999-01-01,Assistant Engineer
260816,Gadiel,Bernardinello,1953-04-29,1995-01-01,9999-01-01,Engineer
260817,Radoslaw,Barriga,1952-03-06,1996-03-28,9999-01-01,Staff
260828,Ashish,Marletta,1952-02-04,1993-08-18,9999-01-01,Assistant Engineer
260843,Sumali,Kushner,1953-03-12,1993-02-22,9999-01-01,Senior Staff
260850,Goa,Serra,1954-11-26,1986-08-29,9999-01-01,Senior Engineer
260864,Aram,Asser,1954-09-20,1987-12-19,9999-01-01,Senior Staff
260880,JoAnne,Genin,1954-06-01,1995-09-17,9999-01-01,Staff
260889,Mona,Streng,1952-12-16,1990-04-28,9999-01-01,Senior Engineer
260895,Prasadram,Templeman,1954-08-01,1991-11-10,9999-01-01,Senior Staff
260902,Mandell,Raczkowsky,1953-07-01,1990-06-16,9999-01-01,Engineer
260913,Geoffry,Ulupinar,1953-01-17,1999-06-05,9999-01-01,Staff
260916,Garnik,Christ,1954-01-08,1992-02-29,9999-01-01,Senior Staff
260917,Mantis,Gruenwald,1954-07-23,1989-05-14,9999-01-01,Senior Staff
260920,Irena,Highland,1953-01-27,1996-05-04,9999-01-01,Senior Staff
260939,Akhilish,Zongker,1954-10-23,1998-11-13,9999-01-01,Staff
260949,Sudharsan,Oberman,1952-12-09,1990-04-24,9999-01-01,Senior Staff
260950,Prasadram,Besselaar,1953-01-30,1998-09-24,9999-01-01,Staff
260964,Leon,Oaver,1954-08-19,1997-07-30,9999-01-01,Engineer
260965,Tianruo,Alpay,1953-10-20,1991-11-18,9999-01-01,Engineer
260969,Aamod,Leuchs,1952-10-26,1987-08-05,9999-01-01,Senior Staff
260970,Bouchung,Jumpertz,1953-06-05,1991-10-19,9999-01-01,Engineer
260973,Hatim,Sidou,1952-02-20,1998-05-31,9999-01-01,Engineer
260976,Aimee,Oberman,1953-01-26,1992-11-04,9999-01-01,Engineer
260978,Shih,Hofmeyr,1952-06-25,1999-06-28,9999-01-01,Senior Engineer
260981,Reuven,Ermel,1954-06-25,1988-11-09,9999-01-01,Senior Staff
260984,Marl,Sooriamurthi,1954-07-25,1996-02-08,9999-01-01,Staff
260986,Dung,Cardazo,1953-06-04,1990-06-18,9999-01-01,Senior Engineer
260992,Dietrich,Etalle,1953-04-17,1995-06-17,9999-01-01,Engineer
260993,Shaowen,Oehlmann,1952-02-13,1998-07-05,9999-01-01,Staff
260994,Kazuhide,Schonegge,1952-04-10,1988-06-12,9999-01-01,Senior Engineer
260998,Vishwani,Zyda,1954-08-29,1997-10-31,9999-01-01,Staff
261007,Yakkov,Jayawardene,1952-10-14,1995-07-15,9999-01-01,Staff
261010,Fei,Nourani,1953-10-03,2000-01-03,9999-01-01,Engineer
261013,Kristin,Hatcliff,1952-04-20,1994-02-02,9999-01-01,Technique Leader
261017,Genta,Varker,1952-03-31,1986-09-15,9999-01-01,Senior Staff
261021,Boguslaw,Sevcikova,1952-04-26,1995-02-14,9999-01-01,Senior Engineer
261054,Almudena,Weiland,1953-12-05,1994-08-21,9999-01-01,Assistant Engineer
261062,Teruyuki,Dehkordi,1954-10-30,1997-08-21,9999-01-01,Staff
261070,King,Zuberek,1954-11-02,1987-06-18,9999-01-01,Senior Engineer
261075,Chandrasekaran,Esposito,1952-11-02,1996-04-27,9999-01-01,Senior Staff
261080,Ziyad,Delgrande,1953-10-26,1990-11-21,9999-01-01,Senior Staff
261092,Gila,Bratsberg,1952-05-13,1992-07-26,9999-01-01,Engineer
261101,Bangqing,Uchoa,1952-04-11,1993-05-12,9999-01-01,Engineer
261102,Chaoyi,Speckmann,1954-05-29,1985-12-05,9999-01-01,Senior Staff
261108,Rosalie,Erva,1954-12-26,1992-04-19,9999-01-01,Engineer
261112,Xiaobin,Speer,1953-01-19,1995-05-03,9999-01-01,Senior Engineer
261115,Zhonghua,Farris,1954-03-11,1994-06-01,9999-01-01,Senior Staff
261127,Tremaine,Pena,1954-10-11,1986-05-19,9999-01-01,Senior Staff
261130,Brigham,Stassinopoulos,1952-03-09,1986-06-30,9999-01-01,Senior Engineer
261131,Menkae,Heyers,1952-12-19,1994-04-16,9999-01-01,Engineer
261133,Magy,Stanger,1953-11-14,1990-08-12,9999-01-01,Senior Staff
261134,Alois,Fabrizio,1954-11-01,1998-11-27,9999-01-01,Staff
261135,Chriss,Noriega,1952-08-09,1999-10-29,9999-01-01,Engineer
261138,Kauko,Orsini,1954-10-24,1991-04-13,9999-01-01,Engineer
261147,Tommaso,Murillo,1952-08-04,1987-02-12,9999-01-01,Engineer
261148,Teruyuki,Shackel,1952-05-12,1989-07-15,9999-01-01,Senior Staff
261149,Wayne,Riesenhuber,1953-10-25,1985-09-16,9999-01-01,Senior Staff
261153,Fusako,Anily,1954-05-22,1991-05-06,9999-01-01,Engineer
261159,Kokou,Janocha,1954-02-17,1997-09-07,9999-01-01,Staff
261165,Sadok,Heuser,1954-08-16,1992-09-21,9999-01-01,Engineer
261172,Katsuyuki,Luit,1954-01-29,1998-01-10,9999-01-01,Senior Staff
261177,Tsvetan,Borovoy,1953-11-06,1994-12-30,9999-01-01,Engineer
261189,Ottavia,Michaeli,1953-07-30,1998-03-22,9999-01-01,Senior Staff
261196,Maya,Kitsuregawa,1953-10-22,1992-05-24,9999-01-01,Engineer
261205,Wanqing,Chimia,1953-01-06,1994-11-29,9999-01-01,Senior Staff
261208,Koldo,Kolvik,1954-06-16,1997-06-04,9999-01-01,Senior Staff
261213,Abdulah,Covnot,1954-08-30,1987-07-25,9999-01-01,Senior Staff
261225,Parto,Honiden,1953-05-16,1987-04-04,9999-01-01,Engineer
261226,Zhaofang,Baby,1953-10-25,1987-11-22,9999-01-01,Senior Staff
261231,Shimshon,Melski,1954-05-01,1991-05-27,9999-01-01,Engineer
261245,Shahab,Schusler,1953-09-06,1999-07-03,9999-01-01,Engineer
261246,Arfst,Gargeya,1952-10-07,1993-10-27,9999-01-01,Engineer
261247,Sanjiv,Munos,1952-09-23,1990-12-15,9999-01-01,Assistant Engineer
261249,Gift,Negoita,1954-04-13,1987-06-12,9999-01-01,Engineer
261255,Sven,Michaels,1954-12-27,1994-04-17,9999-01-01,Technique Leader
261262,Bikash,Schahn,1953-02-24,1987-01-17,9999-01-01,Senior Staff
261268,Morris,Ruther,1954-07-25,1993-07-27,9999-01-01,Engineer
261271,Dipayan,Murillo,1954-01-24,1985-06-06,9999-01-01,Engineer
261272,Fun,Gopalakrishnan,1954-01-09,1987-05-01,9999-01-01,Engineer
261274,Mads,Serra,1954-02-12,1986-11-19,9999-01-01,Engineer
261279,Ghassan,Sgarro,1954-05-29,1986-07-12,9999-01-01,Senior Staff
261282,Guttorm,Tempesti,1953-07-11,1991-01-21,9999-01-01,Engineer
261283,Flemming,Versino,1954-05-08,1999-11-16,9999-01-01,Staff
261285,Kayoko,Milicia,1954-10-01,2001-04-13,9999-01-01,Assistant Engineer
261294,Djelloul,McAlpine,1953-10-09,1996-02-17,9999-01-01,Engineer
261298,Ottavia,Ventosa,1953-08-01,1988-11-14,9999-01-01,Engineer
261311,Barna,Eastman,1954-05-04,1992-06-22,9999-01-01,Engineer
261320,Berthier,Gladwell,1953-04-09,1994-12-17,9999-01-01,Senior Staff
261324,Gudjon,Duclos,1952-07-24,1991-09-01,9999-01-01,Technique Leader
261330,Takahira,DiGiano,1954-08-27,1985-08-26,9999-01-01,Engineer
261335,Weidon,Iisaku,1953-12-09,1991-02-09,9999-01-01,Senior Staff
261337,Deniz,Leslie,1954-10-12,1986-05-28,9999-01-01,Senior Staff
261346,Elvis,Brendel,1954-09-05,1990-10-29,9999-01-01,Assistant Engineer
261349,Arnd,Theuretzbacher,1953-07-05,2000-01-18,9999-01-01,Staff
261354,Mooi,Picel,1952-09-08,1991-02-19,9999-01-01,Engineer
261356,Georgi,Cappello,1954-12-20,1997-10-10,9999-01-01,Engineer
261365,Feiyu,Asmuth,1954-03-24,1986-08-06,9999-01-01,Senior Staff
261372,Xianlong,Uhrig,1953-02-07,1992-03-06,9999-01-01,Senior Engineer
261374,Arumugam,Antonisse,1952-08-22,1986-07-26,9999-01-01,Engineer
261379,Bodh,Chepyzhov,1953-12-26,1994-04-20,9999-01-01,Engineer
261383,Elliott,Manders,1954-01-19,1988-11-14,9999-01-01,Senior Staff
261385,Roddy,Angel,1952-07-01,1987-11-03,9999-01-01,Engineer
261395,Hironobu,Highland,1953-09-28,1997-09-03,9999-01-01,Senior Staff
261397,Irene,Sethi,1953-07-28,1999-04-19,9999-01-01,Staff
261403,Berna,Uhrig,1954-05-12,1992-11-10,9999-01-01,Senior Staff
261409,Chiradeep,Cairo,1952-07-02,1986-11-04,9999-01-01,Senior Staff
261410,JiYoung,Sethi,1953-06-21,1991-11-08,9999-01-01,Engineer
261411,Volkmar,Kalefeld,1953-10-02,1991-01-13,9999-01-01,Senior Staff
261419,Valeri,Pollock,1953-11-28,1995-05-01,9999-01-01,Engineer
261421,Bingning,Tramer,1953-06-19,1988-03-09,9999-01-01,Senior Staff
261427,Ioana,Sinicrope,1952-06-26,1988-04-08,9999-01-01,Engineer
261435,Arnd,Coney,1953-03-10,1999-02-11,9999-01-01,Staff
261437,Niclas,Cairo,1954-12-31,1987-05-10,9999-01-01,Engineer
261438,Rafael,Range,1952-08-19,1994-01-19,9999-01-01,Engineer
261440,Susanta,Reeken,1952-03-13,1989-07-13,9999-01-01,Senior Staff
261446,Erzsebet,Ligten,1952-04-19,1985-03-06,9999-01-01,Senior Staff
261451,Randi,Gide,1954-06-04,1997-02-14,9999-01-01,Senior Staff
261458,Eberhardt,Swiss,1952-04-09,1993-03-16,9999-01-01,Technique Leader
261468,Radoslaw,Covnot,1954-04-24,1985-02-04,9999-01-01,Engineer
261469,Danae,Danlos,1953-12-21,1999-03-07,9999-01-01,Engineer
261476,Arlette,Bala,1954-12-26,1998-03-27,9999-01-01,Engineer
261480,Danel,Irland,1953-09-13,1997-08-19,9999-01-01,Senior Engineer
261486,Bezalel,Schreiter,1952-03-27,1992-07-21,9999-01-01,Senior Staff
261492,Leon,Godskesen,1953-07-25,1990-09-06,9999-01-01,Engineer
261494,Ayakannu,Kossowski,1954-03-23,1997-09-30,9999-01-01,Engineer
261496,Bodo,Dolinsky,1953-03-09,1994-03-09,9999-01-01,Senior Staff
261499,Qunsheng,Driscoll,1952-06-03,1989-01-09,9999-01-01,Senior Staff
261510,Takahito,Ohori,1952-07-06,1998-05-01,9999-01-01,Senior Engineer
261516,Kitty,Ravishankar,1954-03-02,1996-07-11,9999-01-01,Staff
261527,Arunachalam,Butner,1952-08-17,1996-05-27,9999-01-01,Engineer
261542,Hugh,Zweizig,1952-10-26,1997-03-18,9999-01-01,Staff
261548,Gita,Karunanithi,1954-03-01,1996-03-10,9999-01-01,Staff
261552,Jaewon,Vuskovic,1952-10-09,1990-09-21,9999-01-01,Engineer
261563,Zengping,Staylopatis,1953-03-01,1993-04-18,9999-01-01,Technique Leader
261565,Danel,Chleq,1952-06-15,1989-10-31,9999-01-01,Senior Staff
261566,Billur,Vieth,1952-11-16,1991-07-27,9999-01-01,Senior Staff
261569,Thodoros,Albarhamtoshy,1952-02-14,1992-10-07,9999-01-01,Senior Staff
261575,Maha,Comte,1954-05-15,1988-05-22,9999-01-01,Senior Staff
261580,Kellie,Chappelet,1953-10-14,2000-01-14,9999-01-01,Engineer
261581,Morris,Kumaresan,1954-11-10,1993-02-17,9999-01-01,Senior Engineer
261585,Reinhard,Dahlbom,1953-04-19,1991-02-28,9999-01-01,Senior Staff
261586,Ranan,Krzyzanowski,1953-05-13,1990-05-01,9999-01-01,Engineer
261588,Rance,Zaiane,1952-11-09,1996-04-28,9999-01-01,Staff
261589,Volkmar,Perry,1952-05-10,1993-04-07,9999-01-01,Senior Staff
261595,Kankanahalli,Dymetman,1953-11-29,1988-05-17,9999-01-01,Technique Leader
261597,Shaunak,Prochazka,1953-01-04,1989-01-19,9999-01-01,Senior Staff
261598,Mostafa,Anily,1954-03-14,1987-06-22,9999-01-01,Senior Staff
261603,Dung,Stenning,1952-02-10,1992-08-20,9999-01-01,Engineer
261607,Billur,Gunderson,1954-10-02,1985-04-16,9999-01-01,Engineer
261616,Mohan,Gluchowski,1953-09-08,1992-03-12,9999-01-01,Senior Staff
261617,Domenico,Kolinko,1954-05-06,2000-08-11,9999-01-01,Technique Leader
261623,Xuejun,Cannane,1953-03-21,1996-11-30,9999-01-01,Engineer
261627,Mokhtar,Kemmerer,1953-05-07,1987-04-24,9999-01-01,Senior Staff
261628,Arvin,Rajaraman,1954-07-07,1992-01-14,9999-01-01,Engineer
261633,Zhiguo,Hertweck,1953-01-08,1985-09-21,9999-01-01,Senior Engineer
261635,Amalendu,Ruther,1952-09-17,1986-01-05,9999-01-01,Engineer
261648,Zhenbing,Maksimenko,1954-06-07,1991-05-29,9999-01-01,Engineer
261650,Bernardo,Matteis,1953-07-28,1995-11-02,9999-01-01,Engineer
261651,Angus,Anguita,1954-12-23,1999-04-01,9999-01-01,Engineer
261661,Salvador,Mattern,1954-04-30,1993-09-28,9999-01-01,Engineer
261671,Jiann,Birdsall,1952-10-26,1994-01-09,9999-01-01,Assistant Engineer
261686,Kenton,Perin,1952-02-10,1997-01-30,9999-01-01,Senior Engineer
261692,Koldo,Chorvat,1954-01-23,1991-04-04,9999-01-01,Assistant Engineer
261695,Giri,Acton,1952-07-18,1988-07-07,9999-01-01,Engineer
261698,Domenico,Veevers,1953-05-08,1991-04-30,9999-01-01,Senior Engineer
261704,Arunas,Brender,1953-08-03,1991-02-10,9999-01-01,Technique Leader
261716,Youpyo,Szemeredi,1954-10-11,1996-12-19,9999-01-01,Senior Staff
261717,Kazuyasu,Koshiba,1952-04-24,1997-05-22,9999-01-01,Senior Staff
261729,Oldrich,Mawatari,1952-04-11,1987-06-09,9999-01-01,Senior Engineer
261732,Bogdan,Pfau,1954-05-27,1995-03-06,9999-01-01,Senior Staff
261735,Shahaf,Brlek,1953-05-24,1999-07-17,9999-01-01,Senior Staff
261738,Radhia,Velardi,1954-06-28,1995-10-29,9999-01-01,Engineer
261746,Hinrich,Cangellaris,1954-01-01,2002-01-26,9999-01-01,Engineer
261750,Anyuan,Codenie,1953-03-12,1985-09-13,9999-01-01,Senior Engineer
261754,Tzvetan,Bala,1954-01-01,1988-10-08,9999-01-01,Engineer
261760,Khedija,Matzen,1954-07-28,1995-04-26,9999-01-01,Engineer
261772,Weiyi,Esteva,1954-10-17,1997-07-18,9999-01-01,Staff
261773,Sanjiv,Stifter,1954-08-19,1992-02-26,9999-01-01,Senior Staff
261775,Weiru,Tchuente,1952-05-16,1996-04-23,9999-01-01,Senior Staff
261782,Eran,Borovoy,1952-06-14,1990-10-06,9999-01-01,Senior Staff
261786,Pantung,Fontet,1952-05-27,1985-07-24,9999-01-01,Senior Staff
261796,Christfried,Birnbaum,1954-11-18,1994-05-18,9999-01-01,Senior Engineer
261801,Van,Kinley,1953-04-20,1990-07-14,9999-01-01,Senior Staff
261803,Hugh,Kowalchuk,1954-05-18,1985-05-10,9999-01-01,Senior Engineer
261805,Akeel,Veeraraghavan,1954-06-16,2001-08-28,9999-01-01,Senior Engineer
261806,Keiichiro,Anguita,1954-04-05,1993-12-29,9999-01-01,Engineer
261815,Makato,Zaumen,1953-09-22,1988-03-25,9999-01-01,Engineer
261819,Vishv,Erie,1954-03-22,1990-11-22,9999-01-01,Engineer
261823,Jagoda,Nishimukai,1952-11-12,2000-01-23,9999-01-01,Assistant Engineer
261824,Muneo,Hebden,1953-01-10,1999-11-20,9999-01-01,Senior Staff
261839,Magy,Aloisi,1954-12-19,1993-03-08,9999-01-01,Senior Staff
261845,Maria,Schmittgen,1952-08-18,2002-02-18,9999-01-01,Senior Staff
261849,Alselm,Makinen,1952-10-26,1987-08-20,9999-01-01,Engineer
261852,Vesna,Orsini,1954-01-17,1985-04-24,9999-01-01,Senior Staff
261853,Cedric,Gerlach,1954-01-11,1996-07-29,9999-01-01,Senior Staff
261856,Domenico,Gente,1953-11-29,1999-02-12,9999-01-01,Staff
261861,Erez,Denis,1952-03-22,1993-09-16,9999-01-01,Senior Engineer
261862,Demin,Penn,1953-12-08,1995-05-14,9999-01-01,Engineer
261866,Michaela,Juneja,1952-07-25,1992-01-01,9999-01-01,Engineer
261876,Kazuhiko,Lieberherr,1953-01-07,1995-07-10,9999-01-01,Staff
261883,Froduald,Versino,1954-01-28,1998-04-13,9999-01-01,Senior Engineer
261888,Gunilla,Hammerschmidt,1952-07-19,1997-03-16,9999-01-01,Engineer
261897,Moss,Molberg,1953-10-29,1988-05-29,9999-01-01,Senior Engineer
261904,Gurbir,Raczkowsky,1952-08-30,1986-04-01,9999-01-01,Engineer
261906,Vojin,Broomell,1954-05-08,1994-01-10,9999-01-01,Technique Leader
261911,Toshiko,Kavvadias,1952-05-29,1997-02-15,9999-01-01,Technique Leader
261912,Pranjal,Ghalwash,1953-02-05,1985-05-20,9999-01-01,Senior Staff
261923,Roded,Zaccaria,1952-02-12,1990-11-28,9999-01-01,Engineer
261926,Narain,Zedlitz,1953-06-22,1990-10-27,9999-01-01,Engineer
261934,Anestis,Gargeya,1953-05-18,1991-11-27,9999-01-01,Senior Staff
261942,Mechthild,Salverda,1953-10-14,1994-03-13,9999-01-01,Senior Staff
261953,KayLiang,Speer,1953-05-22,2001-07-08,9999-01-01,Staff
261957,Thodoros,Gecseg,1952-10-17,1995-08-31,9999-01-01,Assistant Engineer
261960,Xinyu,Mahnke,1954-10-19,1986-11-20,9999-01-01,Engineer
261961,Kannan,Servieres,1953-12-29,1994-07-27,9999-01-01,Senior Engineer
261962,Boutros,Ramaiah,1953-07-13,1991-06-20,9999-01-01,Senior Engineer
261965,Kien,Stellhorn,1952-07-26,1994-12-22,9999-01-01,Staff
261978,Mahendra,Willoner,1953-09-30,1986-05-08,9999-01-01,Engineer
261987,Sanjoy,Kushner,1954-05-26,1988-03-28,9999-01-01,Senior Staff
261993,Gretta,Bresenham,1954-09-08,1997-11-23,9999-01-01,Engineer
261994,Dante,Bratten,1954-02-01,1997-04-05,9999-01-01,Engineer
261996,Masali,Herbst,1953-12-30,1999-02-03,9999-01-01,Engineer
261998,Ennio,Lunt,1954-11-01,1996-07-26,9999-01-01,Staff
262008,Tetsushi,Ranft,1954-12-03,1990-05-22,9999-01-01,Engineer
262010,Eberhardt,Asmuth,1952-10-12,1994-07-21,9999-01-01,Assistant Engineer
262015,Shigeaki,Fairtlough,1952-11-19,1995-09-07,9999-01-01,Engineer
262022,Takahiro,Sessa,1954-07-25,1998-03-21,9999-01-01,Staff
262027,Georg,Schauser,1954-03-01,1988-09-11,9999-01-01,Senior Engineer
262034,Kersti,Flanders,1954-02-11,1992-10-04,9999-01-01,Senior Staff
262035,Clyde,Streng,1952-06-22,1988-10-21,9999-01-01,Engineer
262037,Moriyoshi,Ratzlaff,1954-11-02,1993-02-15,9999-01-01,Engineer
262047,Aksel,Thibadeau,1954-06-28,1985-05-07,9999-01-01,Engineer
262051,Martien,Cummings,1954-01-26,1985-05-28,9999-01-01,Senior Engineer
262053,Hailing,Colorni,1953-05-30,1985-10-29,9999-01-01,Engineer
262076,Erez,Hennebert,1953-08-20,1998-02-18,9999-01-01,Staff
262080,Rosine,Validov,1954-05-04,1997-05-02,9999-01-01,Engineer
262084,Bodh,Wendorf,1953-03-08,1992-01-08,9999-01-01,Engineer
262089,Shir,Magliocco,1953-03-05,1997-07-01,9999-01-01,Staff
262105,Heeju,Perly,1952-03-26,1999-03-29,9999-01-01,Senior Staff
262110,Fei,Camarinopoulos,1952-07-23,1996-10-09,9999-01-01,Senior Engineer
262113,Alair,Bojadziev,1954-09-25,1995-11-12,9999-01-01,Engineer
262119,Ebru,Birjandi,1952-04-03,1992-06-10,9999-01-01,Engineer
262120,Gou,Hofting,1952-06-06,1997-05-18,9999-01-01,Senior Engineer
262122,Stamatina,Krzyzanowski,1954-04-15,1998-05-07,9999-01-01,Staff
262126,Chanjung,Giarratana,1953-11-14,1990-03-26,9999-01-01,Engineer
262129,Moon,Schnabel,1954-03-08,2000-10-05,9999-01-01,Senior Engineer
262132,Genevieve,Lichtman,1954-03-29,1996-04-15,9999-01-01,Senior Engineer
262141,Bartek,Kilgour,1954-10-23,1985-06-07,9999-01-01,Engineer
262149,Yakkov,Kushner,1954-02-04,1990-05-30,9999-01-01,Senior Staff
262150,Macha,Coney,1953-12-09,1998-07-19,9999-01-01,Engineer
262160,Niranjan,Chinen,1954-10-09,1991-01-14,9999-01-01,Engineer
262168,Youjian,Pews,1954-12-03,1985-11-27,9999-01-01,Senior Staff
262174,Akeno,Rouquie,1954-05-20,1993-06-09,9999-01-01,Senior Staff
262178,Stein,Dalphin,1953-05-11,1999-08-04,9999-01-01,Engineer
262180,Toshiko,Claffy,1952-06-23,1998-11-13,9999-01-01,Staff
262183,Make,Siepmann,1954-04-03,1990-12-28,9999-01-01,Senior Staff
262184,Trygve,Farrel,1954-02-14,1985-06-29,9999-01-01,Engineer
262185,Suvo,Thorensen,1953-01-03,1994-08-14,9999-01-01,Staff
262190,Marin,Hofman,1952-12-09,1993-09-10,9999-01-01,Senior Staff
262199,Padma,Erbe,1952-12-27,1996-08-17,9999-01-01,Staff
262203,Caolyn,Chinal,1952-10-07,1999-09-08,9999-01-01,Engineer
262212,Evgueni,Clouatre,1952-04-22,1995-05-01,9999-01-01,Engineer
262214,Shawna,Pardalos,1953-10-13,1996-10-10,9999-01-01,Assistant Engineer
262221,Dharmaraja,Seuren,1953-08-03,1991-10-16,9999-01-01,Senior Engineer
262222,Reinhold,Morton,1952-10-05,1990-07-06,9999-01-01,Engineer
262243,Qunsheng,Buchter,1952-12-02,1985-07-28,9999-01-01,Senior Staff
262255,Eberhardt,Prenel,1953-12-29,1995-05-23,9999-01-01,Assistant Engineer
262258,Candido,Roisin,1952-02-13,1998-09-08,9999-01-01,Technique Leader
262259,Roddy,Gyimothy,1954-03-25,1992-05-21,9999-01-01,Technique Leader
262260,Ishfaq,Lund,1954-05-18,1998-10-06,9999-01-01,Senior Engineer
262271,Martina,Maliniak,1954-07-18,1995-09-25,9999-01-01,Engineer
262273,Yakkov,Guting,1954-02-17,1996-11-23,9999-01-01,Senior Staff
262282,Djelloul,Steinauer,1952-04-05,1998-10-03,9999-01-01,Senior Engineer
262287,Gopalakrishnan,Schaaf,1954-06-27,1993-06-14,9999-01-01,Technique Leader
262291,Rimon,Giveon,1954-05-11,1993-01-08,9999-01-01,Technique Leader
262296,Harngdar,Rindone,1953-09-11,1989-08-18,9999-01-01,Engineer
262304,Izaskun,Schwartzburd,1953-07-13,1987-12-24,9999-01-01,Engineer
262306,Qiwen,Halloran,1953-04-12,1994-11-17,9999-01-01,Staff
262311,Yolla,Whittlesey,1954-04-09,1995-11-25,9999-01-01,Staff
262318,Goa,Schiettecatte,1953-12-11,1995-02-05,9999-01-01,Senior Staff
262319,Mooi,Barreiro,1954-08-11,1991-02-04,9999-01-01,Technique Leader
262323,Sugwoo,Rodiger,1952-10-23,1994-02-09,9999-01-01,Engineer
262325,Zejun,Luit,1954-09-07,1986-07-21,9999-01-01,Engineer
262331,Steve,Bondorf,1952-05-18,1992-05-24,9999-01-01,Senior Staff
262333,Fayez,Haumacher,1952-09-01,1988-01-11,9999-01-01,Senior Engineer
262338,Taisook,Highland,1952-07-23,2000-12-04,9999-01-01,Engineer
262340,Zengping,Deverell,1952-02-19,1988-01-15,9999-01-01,Senior Staff
262348,Aksel,Frezza,1954-06-20,1988-01-04,9999-01-01,Senior Staff
262354,Leon,Bratsberg,1952-03-15,1989-07-31,9999-01-01,Engineer
262362,Arnd,Birge,1953-01-05,1986-03-09,9999-01-01,Engineer
262364,Shan,Koprowski,1954-10-04,1991-07-06,9999-01-01,Engineer
